,locname,Lat,Lng,name,Missing location,¿Cuántos skus IL hay en anaquel? ,¿Cuántos skus RS hay en anaquel? ,¿Hay IL GALLINA en anaquel? ,¿Hay RS GALLINA en anaquel? ,¿Cual es el precio de IL?,¿Cual es el precio de RS?,¿Todos los sabores IL tienen el mismo precio?,¿Todos los sabores RS tienen el mismo precio?,¿Hay degustaciones de Maruchan en la tienda esta semana? ,¿Hay promocion de Maruchan en la tienda esta semana? 
2531171,Tambo Clark,-12.165815,-76.992185,Aurora Garcia,tambo Clark,6,1,Si,2.8,1.5,Si,Si,,,
2531153,Tambo Vallejo C4 - Ave. CESAR VALLEJO,-12.044191,-76.978685,Moises Monroy,6,3,Si,2.80,1.50,Si,2 items,1,,,
2531151,TAMBO ARAMBURU C9 ,-12.102161,-77.020829,Luis Castro,6,1,Si,280,150,Si,Si,1,,,
2531088,Tambo C Moreyra C3 - Ave. CANAVAL Y,-12.096924,-77.022786,Luis Castro,5,2,Si,280,150,Si,1 items,1,,,
2531050,Tambo Eucalipto ,-12.045282,-76.974188,Moises Monroy,tambo eucalipto ,5,2,Si,2.80,1.50,Si,1 items,1,,
2531001,Tambo Calle A,-12.170463,-76.992178,Aurora Garcia,tambo CalleA,2,3,Si,2.8,1.5,Si,2 items,,,
2530998,TAMBO C MOREYRA C1 ,-12.097519,-77.025020,Luis Castro,6,3,Si,280,150,Si,2 items,1,,,
2530983,Tambo Ruiseñores - MZA.A Lote.1 URB.,-12.043361,-76.969919,Moises Monroy,5,3,Si,2.80,1.50,Si,2 items,1,,,
2530934,Tambo Proceres,-12.159946,-76.988828,Aurora Garcia,tambo proceres,6,3,Si,2.8,1.5,Si,2 items,,,
2530856,Tambo Republica C5 - Ave. PASEO DE,-12.103221,-77.028386,Luis Castro,6,3,Si,280,150,Si,2 items,1,,,
2530849,Tambo Bolichera,-12.149646,-76.987243,Aurora Garcia,tambo Bolichera,6,3,Si,2.8,1.5,Si,2 items,,,
2530815,Tambo Calandrias - Jirón Las Calandrias,-12.045967,-76.967622,Moises Monroy,5,3,Si,2.80,1.50,Si,2 items,1,,,
2530731,Tambo Caminos Inca C35,-12.146962,-76.985867,Aurora Garcia,tambo Caminos Inca C35,6,1,Si,2.8,1.5,Si,Si,,,
2530715,Tambo Marabu - Pasaje Marabu N°,-12.053840,-76.964669,Moises Monroy,6,3,Si,2.80,1.50,Si,2 items,1,,,
2530652,Tambo Aramburu 2 - Ave. Andres Aramburú,-12.103063,-77.028404,Luis Castro,6,3,Si,2.80,1.50,Si,2 items,1,,,
2530638,Tambo Tinoco,-12.142841,-76.985343,Aurora Garcia,tambo Tinoco,6,2,Si,2.8,1.5,Si,1 items,,,
2530591,Tambo Aramburu - Ave. Aramburu 718,-12.102461,-77.023161,Luis Castro,6,1,Si,2.80,1.50,Si,Si,1,,,
2530562,"Tambo Atento - Lote 3, seccion",-12.056603,-76.963850,Moises Monroy,4,2,Si,2.80,1.50,Si,1 items,1,,,
2530505,Tambo La Amorosa,-12.138928,"-76.98853,",Aurora Garcia,tambo La Amorosa,5,1,Si,2.8,1.8,Si,Si,,,
2530464,Tambo Orue - Calle Domingo Orué,-12.107506,-77.022942,Luis Castro,6,1,Si,2.80,1.50,Si,Si,1,,,
2530444,Tambo Celima - Ave. Constructores Nro 107,-12.067528,-76.958227,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,1,,,
2530392,Tambo Astete,-12.134238,-76.989887,Aurora Garcia,tambo astete,6,3,Si,2.8,1.5,Si,2 items,,,
2530354,Tambo Negocios - Ave. República de,-12.104190,-77.018849,Luis Castro,6,3,Si,280,150,Si,2 items,1,,,
2530251,Tambo Fresnos - Ave. A MZA.,-12.101275,-76.942876,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,1,,,
2530236,Tambo Caminos del Inca C25,-12.136037,-76.983854,Aurora Garcia,tambo Caminos del Inca C25,6,1,Si,2.8,1.5,Si,Si,,,
2530200,Tambo Utec - Ave. JUAN FANNING NRO. 101,-12.136244,-77.022439,Luis Castro,6,2,Si,280,150,Si,1 items,1,,,
2530184,Tambo Alisos - Jr. Gerardo Unger,-11.982695,-77.058963,Elena Gabriel,6,3,Si,2.80,1.50,Si,2 items,1,,,
2530150,Tambo Caminos Inca C21,-12.131801,-76.982864,Aurora Garcia,tambo Caminos Inca C21,6,3,Si,2.8,1.5,Si,2 items,,,
2530133,Tambo Corregidor - Ave. Alameda Del,-12.102407,-76.948975,Moises Monroy,6,1,Si,2.80,1.50,Si,Si,1,,,
2530095,Tambo Barranco - Ave.Perez Roca N°103,-12.142355,-77.022119,Luis Castro,4,1,Si,2.80,1.50,Si,Si,1,,,
2530021,Tambo Barranco 3 - Ave. Bolognesi 938,-12.141558,-77.017847,Luis Castro,6,2,Si,2.80,1.50,Si,1 items,1,,,
2530011,Tambo Toulon - Calle 12 MZA.,-12.073453,-76.952618,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,1,,,
2529995,Tambo Castilla C11,-12.135658,-77.007173,Aurora Garcia,tambo Castilla C11,6,3,Si,2.8,1.5,Si,2 items,,,
2529985,Tambo Chinchaysuyo - Ave. Chinchaysuyo 101,-11.980212,-77.059175,Elena Gabriel,4,1,Si,2.80,1.50,Si,Si,2,,,
2529945,Tambo Fontana - 0,-12.073390,-76.955014,Moises Monroy,5,2,Si,2.80,1.50,Si,1 items,1,,,
2529927,TAMBO BARRANCO BOULEVARD ,-12.148819,-77.020654,Luis Castro,6,1,Si,2.80,1.50,Si,Si,1,,,
2529897,Tambo Castilla,-12.133964,-77.017398,Aurora Garcia,tambo Castilla,6,1,Si,2.8,1.5,Si,Si,,,
2528417,Tambo Victor Belaunde - Ave. Victor Belaunde,"-11.93789,",-77.052876,Elena Gabriel,6,2,Si,2.80,1.50,Si,1 items,3,,,
2528369,Tambo Alamo,-12.167722,-76.980810,Aurora Garcia,tambo Alamo,6,3,Si,2.8,1.5,Si,2 items,,,
2528309,Tambo Punta Hermosa - MZA. M LOTE.,-12.332711,-76.824751,Luis Castro,5,1,280,150,Si,Si,1,,,,
2528296,Tambo Ucayali - Jr. Ucayali 320/326,-12.048373,-77.029792,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,1,,,
2528254,Tambo Machuca C1,-12.166408,-76.977762,Aurora Garcia,tambo Machuca C1,6,3,Si,2.8,1.5,Si,2 items,,,
2528241,Tambo San Bartolo - Ave. MAR PACIFICO,-12.388570,-76.778388,Luis Castro,5,Si,280,150,Si,Si,1,,,,
2528236,Tambo Jrcallao - Jiron Callao N°115-125,-12.045932,-77.031707,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,1,,,
2528211,Tambo Canevaro,-12.170061,-76.968221,Aurora Garcia,tambo Canevaro,4,1,Si,2.8,1.5,Si,Si,,,
2528206,Tambo Universitaria-C106 - Ave. Universitaria 10640,-11.900473,-77.039399,Elena Gabriel,6,1,Si,2.80,1.50,Si,Si,2,,,
2528149,Tambo Canevaro C4,-12.164146,-76.969478,Aurora Garcia,tambo Canevaro C4,6,3,Si,2.8,1.5,Si,2 items,,,
2528139,Tambo Tarapaca - Ave. Tarapacá 533,-12.029700,-77.035612,Moises Monroy,5,1,Si,2.80,1.50,Si,Si,1,,,
2528136,Tambo San Vicente - Fundo San Vicente,-12.276674,-76.870175,Luis Castro,6,1,Si,280,150,Si,Si,1,,,
2528096,Tambo Rivas,-12.160013,-76.967963,Aurora Garcia,tambo Rivas,5,2,Si,2.8,1.5,Si,1 items,,,
2528092,TAMBO BOLOGNESI LURIN ,-12.274821,-76.869795,Luis Castro,TAMBO BOLOGNESI LURIN ,6,1,Si,280,150,Si,Si,1,,
2528075,Tambo Alcazar - Ave. Alcazar Nro. 778,-12.027431,-77.032612,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,1,,,
2528056,Tambo condorcanqui,-11.888048,-77.036033,Elena Gabriel,6,1,Si,2.80,1.50,Si,Si,Si,6,,
2528029,Tambo Iglesia,-12.161933,-76.959731,Aurora Garcia,tambo iglesia,3,Si,2.8,1.5,Si,Si,,,,
2528019,Tambo Alcazar C2 - Ave. Alcázar 204,-12.031589,-77.028012,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,1,,,
2528009,TAMBO SEVILLA ,-12.196198,-76.959297,Luis Castro,TAMBO SEVILLA ,5,2,Si,2.80,1.50,Si,1 items,1,,
2528002,Tambo Allende,-12.159782,-76.955874,Aurora Garcia,tambo Allende,5,3,Si,2.8,1.5,Si,2 items,,,
2527686,Tambo Tacna c3,-12.044677,-77.036308,Elena Gabriel,tambo Tacna c3,5,3,Si,2.80,1.50,Si,2 items,3,,
2527680,Tambo Primavera - Ave. Primavera 1284,-12.110350,-76.975138,Aurora Garcia,5,2,Si,2.8,1.5,Si,Si,,,,
2527630,Tambo Casuarinas,-12.113279,-76.974404,Aurora Garcia,6,1,Si,Si,2.8,1.5,Si,Si,,,
2527622,Tambo Canevaro - Prolongación Canevaro Mzna.,-12.084782,-77.044706,Moises Monroy,5,2,Si,2.80,1.50,Si,1 items,1,,,
2527613,Tambo Ayllon 2 - Calle Trabajo 102,-12.024014,-76.913586,Luis Castro,6,2,Si,280,150,Si,1 items,1,,,
2527543,Tambo UCV Ate - Ave. Nicolás Ayllón,-12.022441,-76.909250,Luis Castro,6,1,280,150,Si,Si,1,,,,
2527524,Tambo UPC Surco - Ave. PROLONGACION PRIMAVERA,-12.104192,-76.964291,Aurora Garcia,6,1,Si,2.8,1.5,Si,Si,,,,
2527500,Tambo Merino C15 - JR. IGNACIO MERINO,-12.079548,-77.033222,Moises Monroy,5,2,Si,2.80,1.50,Si,1 items,1,,,
2527469,Tambo Naciones U - Ave. Naciones Unidas,-12.049056,-77.059204,Elena Gabriel,6,3,Si,2.80,1.50,Si,2 items,3,,,
2527444,Tambo Aldebaran - Calle Aldebarán 104,-12.104655,-76.965539,Aurora Garcia,6,Si,2.8,1.5,Si,Si,,,,,
2527376,Tambo Cardenas - Jr. Teodoro Cardenas,-12.077604,-77.034429,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,1,,,
2527325,Tambo Primavera C18 - Ave. Primavera 1816,-12.107986,-76.969048,Aurora Garcia,6,1,Si,2.8,1.5,Si,Si,,,,
2527286,Tambo Los Reyes,-12.054575,-77.067521,Elena Gabriel,tambo los reyes,4,3,Si,2.80,1.80,Si,2 items,1,,
2527261,Tambo Arequipa,-12.078911,-77.035404,Moises Monroy,tambo Arequipa,6,2,Si,2.80,1.50,Si,1 items,1,,
2527219,Tambo Encalada,-12.108160,-76.971840,Aurora Garcia,6,1,Si,2.8,1.5,Si,Si,,,,
2527212,TAMBO TORRES DE HUACHIPA ,-11.980246,-77.059349,Luis Castro,TAMBO TORRES DE HUACHIPA ,6,3,Si,2.80,1.50,Si,2 items,1,,
2527162,Tambo Arenales C15 - Ave. GENERAL ARENALES,-12.080180,-77.036286,Moises Monroy,6,1,Si,2.80,1.50,Si,Si,1,,,
2527117,Tambo Roma - Ave. Oscar R.,-12.049420,-77.072248,Elena Gabriel,6,3,Si,2.80,1.50,Si,2 items,2,,,
2527107,Tambo Cadamo - Jr. Manuel Candamo,-12.082398,-77.035652,Moises Monroy,6,3,Si,2.80,1.50,Si,2 items,1,,,
2527004,Tambo Huarochiri - MZA. F LOTE.,-12.037488,-76.954007,Luis Castro,6,1,Si,280,150,Si,Si,1,,,
2526940,Tambo Tello - Ave. Julio C.,-12.086817,-77.041994,Moises Monroy,6,1,Si,2.80,1.50,Si,Si,1,,,
2526926,Tambo San Marco,-12.057160,-77.079853,Elena Gabriel,6,1,Si,2.80,1.50,Si,Si,1,,,
2526825,Tambo Derby - Ave. EL DERBY,-12.097822,-76.972858,Aurora Garcia,4,1,Si,2.8,2.8,Si,1 items,,,,
2526815,Tambo Franklin - Urbanizacion Fundo Vazques,-12.076420,-76.987617,Luis Castro,6,2,Si,2.80,1.50,Si,1 items,1,,,
2526705,Tambo Petit c26,-12.090345,-77.032364,Moises Monroy,6,3,Si,2.80,1.50,Si,2 items,1,,,
2526677,Tambo Olguin C3 - Ave. MANUEL OLGUIN,-12.088042,-76.973336,Aurora Garcia,5,3,Si,2.8,1.5,Si,2 items,,,,
2526675,Tambo Paracas - Calle Los Paracas,-12.076125,-76.987876,Luis Castro,6,Si,280,150,Si,Si,1,,,,
2526643,Tambo Olguin - Ave.Manuel Olguín Nº,-12.085403,-76.973050,Aurora Garcia,5,1,Si,2.8,1.5,Si,Si,,,,
2526611,Tambo Revilla ,-12.090732,-77.028365,Moises Monroy,tambo revilla ,5,2,2.80,1.50,Si,1 items,1,,,
2526584,Tambo Universidad de Lima,-12.083704,-76.973451,Aurora Garcia,tambo Universidad de lima,6,2,Si,2.8,1.5,Si,1 items,,,
2526582,Tambo Quechueas c9 - MZA. B Lote.,-12.074782,-76.982153,Luis Castro,6,3,Si,2.80,1.50,Si,2 items,1,,,
2526568,Tambo Monterosa c2,-12.112220,-76.990496,Elena Gabriel,5,1,Si,2.80,1.50,Si,Si,3,,,
2526519,Tambo Monterosa - Calle Monterosa 137,-12.111781,"-76.99185,",Elena Gabriel,6,1,Si,2.80,1.50,Si,Si,1,,,
2526479,Tambo Quechuas - Ave. Los Quechuas,-12.076155,-76.975556,Luis Castro,4,1,Si,2.80,1.50,Si,Si,1,,,
2526462,Tambo Camacho - Ave. Circunvalación del,-12.083575,-76.967390,Aurora Garcia,6,3,Si,2.8,1.5,Si,2 items,,,,
2526451,Tambo Zela - Ave. Juan Pardo,-12.082555,-77.027561,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,1,,,
2526412,TAMBO EVITAMIENTO ,-12.082056,-76.979596,Luis Castro,TAMBO EVITAMIENTO ,5,1,Si,2.80,1.50,Si,Si,1,,
2525874,Tambo Marzano C28,-12.126904,-77.002279,Aurora Garcia,tambo Marzano C28,6,1,Si,2.8,1.5,Si,Si,,,
2525866,Tambo UCV-Los Olivos - Ave. SAN BERNARDO,-11.953260,-77.069364,Elena Gabriel,52,2,Si,2.80,1.50,Si,1 items,2,,,
2525767,Tambo Jardines ,-12.007012,-77.007791,Moises Monroy,tambo jardines ,6,1,Si,2.80,1.50,Si,Si,1,,
2525751,Tambo Angamos 2 - Ave. Angamos 401,-12.113056,-77.021517,Aurora Garcia,6,3,Si,2.8,1.5,Si,Si,,,,
2525734,Tambo Villasol - Ave. MENDIOLA MZA.,"-11.96317,",-77.072645,Elena Gabriel,5,3,Si,2.80,1.50,Si,2 items,1,,,
2525678,Tambo Bolivar2 - Ave. Bolívar 126,-12.074928,-77.054167,Luis Castro,6,1,Si,280,150,Si,Si,1,,,
2525652,Tambo Jardines C3 - Ave. JARDINES ESTE,-12.004405,-77.003412,Moises Monroy,6,3,Si,2.80,1.50,Si,2 items,1,,,
2525564,Tambo Bolivar - Ave. Bolívar 1402,-12.072103,-77.068993,Luis Castro,6,1,Si,280,150,Si,Si,1,,,
2525559,Tambo Universitaria c61,-11.963543,"-77.07142,",Elena Gabriel,universitaria c61,5,2,Si,2.80,1.50,Si,1 items,3,,
2525527,Tambo Varela - JR. NARCISO DE,-12.118646,-77.024398,Aurora Garcia,6,1,Si,2.8,1.5,Si,Si,,,,
2525453,Tambo Proceres C18 - Ave. Próceres de,-12.002284,-77.008341,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,1,,,
2525440,Tambo bolívar c11,-12.072600,-77.065936,Luis Castro,6,2,Si,280,150,Si,1 items,1,,,
2525333,Tambo Postes - Mza W Lote,-11.996373,-77.009906,Moises Monroy,4,3,Si,2.80,1.50,Si,2 items,1,,,
2525237,Tambo Basadre - Ave. Proceres de,-11.989501,-77.010675,Moises Monroy,6,2,Si,2.80,1.00,Si,Si,1,,,
2525225,Tambo Bolivar3 - Calle Bolivar Nro 850,-12.071372,-77.060798,Luis Castro,6,3,Si,280,150,Si,2 items,1,,,
2525218,Tambo Huandoy - Ave. Huandoy Mz,-11.959561,-77.076124,Elena Gabriel,5,1,Si,2.80,1.50,Si,Si,3,,,
2525138,Tambo Clement - Mza 33 Lote,-12.082750,-77.067139,Luis Castro,5,1,Si,280,150,Si,Si,1,,,
2525097,Tambo Canto Grande c24 ,-11.989953,-77.015100,Moises Monroy,canto grande c24 ,6,2,Si,2.80,1.50,Si,1 items,1,,
2525008,Tambo Sucre C6 - Ave. JOSE ANTONIO,-12.077861,-77.064762,Luis Castro,5,2,Si,280,150,Si,1 items,1,,,
2524996,Tambo Morelli - Jiron Morelli 225,-12.090086,-77.003973,Aurora Garcia,6,2,Si,2.8,1.5,Si,Si,,,,
2524995,Tambo 2 de Octubre,-11.948373,-77.080008,Elena Gabriel,tambo 2 de octubre,6,Si,2.80,1.50,Si,Si,2,,,
2524935,Tambo Sucre - Ave. Sucre 1183,-12.082668,-77.066882,Luis Castro,6,1,Si,280,150,Si,Si,1,,,
2524917,Tambo Canto Grande c28 - Ave. Canto Grande,-11.980679,-77.012491,Moises Monroy,6,1,Si,2.80,1.50,Si,Si,1,,,
2524908,Tambo DaVinci - Ave. Javier Prado,-12.088318,"-77.00206,",Aurora Garcia,6,1,Si,2.8,1.5,Si,Si,Impulso y Degustación,,,
2524844,Tambo Marian C13 - Ave. LA MARINA,-12.080109,-77.076235,Luis Castro,6,2,Si,280,150,Si,1 items,1,,,
2524800,Tambo Canto Grande - Mza. A Lote,-11.969467,-77.005304,Moises Monroy,4,2,Si,2.80,1.50,Si,1 items,1,,,
2524749,Tambo Civico-PRO - Jirón La Honradez,-11.935981,-77.075433,Elena Gabriel,280,150,Si,2.80,1.50,Si,2 items,1,,,
2524738,Tambo Valer - Jr. Juan Valer,-12.077579,-77.074783,Luis Castro,6,Si,2.80,1.50,Si,Si,1,,,,
2524735,Tambo TDA San Borja,-12.092971,-76.995567,Aurora Garcia,6,3,Si,2.8,1.5,Si,2 items,,,,
2524709,Tambo Wiesse - Lote 12 De,-11.974666,-77.000377,Moises Monroy,5,1,Si,2.80,1.50,Si,Si,1,,,
2524653,TAMBO STRIP FIBRA ,-12.093541,-77.057623,Luis Castro,6,2,Si,280,150,Si,1 items,1,,,
2524616,Tambo Proceres Sjl - Mza. F5 Lt,-11.964742,-76.991040,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,1,,,
2524607,Tambo San Luis C26,-12.101286,-76.994435,Aurora Garcia,tambo San Luis C26,6,3,Si,2.8,1.5,Si,2 items,,,
2524601,Tambo PRO - Lote 27 Mza.005,-11.937636,-77.073705,Elena Gabriel,6,2,Si,2.80,1.50,Si,1 items,1,,,
2524557,Tambo Jaliaga - Ave. Javier Prado,-12.093715,-77.058920,Luis Castro,6,2,Si,2.80,1.50,Si,1 items,1,,,
2524514,Tambo Bayovar - Ave. Wiesse 4267,-11.959390,-76.987438,Moises Monroy,5,2,Si,2.80,1.50,Si,1 items,1,,,
2524487,Tambo DelCampo - Ave. ALBERTO DEL,-12.096265,-77.059293,Luis Castro,6,1,Si,280,150,Si,Si,1,,,
2524466,Tambo Higuereta,-12.121147,-76.988367,Aurora Garcia,tambo Higuereta,6,1,Si,2.8,1.5,Si,Si,,,
2523944,Tambo Benavides 3 - Ave.Benavides N° 5371,-12.130426,"-76.981,""s",Aurora Garcia,6,2,Si,2.8,1.5,Si,1 items,,,,
2523908,Tambo Garcilazo,-12.059504,-77.038066,Moises Monroy,tambo garcilazo,6,2,Si,2.80,1.50,Si,1 items,1,,
2523883,Tambo La Marina C29 - Ave. La Marina,-12.076396,-77.096251,Elena Gabriel,6,2,Si,2.80,1.50,Si,1 items,1,,,
2523874,Tambo Matellini - Ave. Matellini 153,-12.179777,-77.010617,Luis Castro,6,3,Si,280,150,Si,2 items,1,,,
2523846,Tambo Benavides C50 - Ave. Alfredo Benavides,-12.128705,"-76.98484,",Aurora Garcia,4,3,Si,2.8,1.5,Si,2 items,,,,
2523828,TAMBO COSTA AZUL ,-12.187507,-77.008130,Luis Castro,TAMBO COSTA AZUL ,5,1,Si,280,150,Si,Si,1,,
2523820,Tambo Ugarte - Ave. Alfonso Ugarte,-12.057018,-77.042142,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,1,,,
2523779,Tambo La Marina - Ave. La Marina,-12.076923,-77.092183,Elena Gabriel,5,3,Si,2.80,1.50,Si,2 items,2,solo queda 1 vaso de gallina,,
2523732,TAMBO HUAYLAS C14 ,-12.187507,-77.008130,Luis Castro,TAMBO HUAYLAS C14 ,6,2,Si,2.80,1.50,Si,1 items,1,,
2523702,Tambo Uruguay - Ave. Uruguay 400,-12.054335,-77.039606,Moises Monroy,6,1,Si,2.80,1.50,Si,Si,1,,,
2523677,TAMBO HUAYLAS C1 ,-12.187534,-77.007971,Luis Castro,TAMBO HUAYLAS C1 ,6,2,Si,2.80,1.50,Si,1 items,1,,
2523662,Tambo Tinoco - Ave. Caminos del,-12.127674,-76.988397,Aurora Garcia,6,2,Si,2.8,1.5,Si,1 items,,,,
2523597,Tambo Marina C22 - Ave. La Marina,-12.077752,-77.086129,Elena Gabriel,6,3,Si,2.80,1.50,Si,2 items,1,,,
2523587,Tambo Venezuela c11,-12.055237,-77.050981,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,1,,,
2523563,Tambo Alamdedasur C1 - Ave. ALAMEDA SUR,-12.189814,-77.006459,Luis Castro,6,3,Si,Si,2.80,1.50,Si,2 items,1,,
2523545,Tambo Tda Benavides,-12.128761,-76.995111,Aurora Garcia,tambo Tda Benavides,6,1,Si,2.8,1.5,Si,Si,,,
2523507,Tambo Tingo Maria - Ave. Tingo Maria,-12.058153,-77.058251,Moises Monroy,5,2,Si,2.80,1.50,Si,1 items,1,,,
2523448,Tambo Bolivia - Ave. Bolivia 1186,-12.056911,-77.051395,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,1,,,
2523415,Tambo Marina c16,-12.078585,-77.079571,Elena Gabriel,6,3,Si,2.80,1.50,Si,2 items,2,,,
2523346,Tambo Villa UPC - Ave. Alameda San,-12.197865,-77.009385,Luis Castro,6,3,Si,280,150,Si,2 items,1,,,
2523294,Tambo Strip De Paso - Esq. Universitaria C/,-12.074447,-77.079320,Elena Gabriel,6,1,Si,2.80150,1.50,Si,Si,1,quiebre de maruchan,,
2523274,Tambo Avíacion C49,-12.125699,-76.999690,Aurora Garcia,6,3,Si,2.8,1.5,Si,2 items,,,,
2523214,Tambo Villa 1 - Ave.C Maz.N-6 Lote,-12.204173,-77.013633,Luis Castro,5,1,Si,280,150,Si,Si,1,,,
2523131,Tambo Arica C5 - Ave. ARICA NRO. 533,-12.058887,-77.046346,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,1,,,
2523061,Tambo U. Catolica,-12.069256,-77.076783,Elena Gabriel,tambo u.catolica,6,1,Si,2.80,1.50,Si,Si,3,por quebrar,
2523056,Tambo Ayacucho C10,-12.135945,-76.996837,Aurora Garcia,6,1,Si,2.8,1.5,Si,Si,,,,
2523050,Tambo La Curva - Ave. GUARDIA CIVIL,-12.184719,-77.007423,Luis Castro,6,3,Si,280,150,Si,2 items,1,,,
2523043,Tambo Guzman Blanco - Jr. Guzmán Blanco,-12.061630,-77.040627,Moises Monroy,5,3,Si,2.80,1.50,Si,2 items,1,,,
2522947,Tambo Chile - Ave. República de,-12.066848,-77.038032,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,1,,,
2522897,Tambo G Civil - Ave. GUARDIA CIVIL,-12.174615,-76.993587,Luis Castro,6,3,Si,2.80,1.50,Si,2 items,1,,,
2522842,Tambo Ayacucho C1 - Ave. AYACUCHO NRO. 198,-12.141779,-77.001532,Aurora Garcia,6,3,Si,2.8,1.5,Si,2 items,,,,
2522839,Tambo El Sol Chorrillos - Ave. El sol,-12.177416,-76.997727,Luis Castro,6,3,Si,2.80,1.50,Si,2 items,1,,,
2522831,Tambo Saco C2 - JR. SACO OLIVEROS,-12.067858,-77.036115,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,2,,,
2522770,Tambo Universitaria - Ave. Universitaria 2055,-12.063559,-77.078615,Elena Gabriel,5,1,Si,2.80,1.50,Si,Si,2,por quebrar todos los sabores,,
2522767,TAMBO MATELLINI C4 ,-12.176434,-77.006683,Luis Castro,6,1,Si,2.80,1.50,Si,Si,1,,,
2522713,Tambo J Chavez - Ave. Jorge Chavez,-12.150257,-77.006854,Aurora Garcia,5,1,Si,2.8,1.5,Si,Si,,,,
2522692,Tambo Republica C5 - Ave. PASEO DE,-12.063371,-77.033762,Moises Monroy,6,3,Si,2.80,1.50,Si,2 items,1,,,
2522675,TAMBO PUMA C1 ,-12.176923,-77.011387,Luis Castro,6,2,Si,280,150,Si,1 items,1,,,
2522629,Tambo Surco Viejo,-12.145340,-77.004192,Aurora Garcia,4,2,Si,2.8,1.5,Si,1 items,,,,
2522590,Tambo Grau C1 - Ave. Almirante Grau,-12.060263,-77.034706,Moises Monroy,5,1,Si,2.80,1.50,Si,Si,1,,,
2522588,Tambo Matellini - Ave. Matellini 153,-12.178693,-77.009784,Luis Castro,6,2,Si,2.80,1.50,Si,1 items,1,,,
2521964,Tambo Nieto,-12.072695,-76.992572,Aurora Garcia,tambo Nieto,6,3,Si,2.8,1.5,Si,2 items,,,
2521954,Tambo Mendiburu - Jr. Mendiburu 1136,-12.110608,-77.049267,Elena Gabriel,4,1,Si,2.80,1.50,Si,Si,1,quiebre todo,,
2521932,Tambo Rosatoro - Ave. Agustin De,-12.081262,-76.993470,Aurora Garcia,6,2,Si,2.8,1.5,Si,1 items,,,,
2521910,Tambo ejército c8,-12.115393,-77.048867,Elena Gabriel,tambo ejército c8,6,2,Si,2.80,1.50,Si,1 items,1,,
2521871,TAMBO BENAVIDES C7 ,-12.125356,-77.025768,Luis Castro,TAMBO BENAVIDES C7 ,6,1,Si,280,150,Si,Si,1,,
2521855,Tambo Canada - Ave. Canada Nro 1471,-12.084475,-77.007908,Aurora Garcia,6,2,Si,2.8,1.5,Si,1 items,,,,
2521854,Tambo Liquenes - MZA. D-1 LOTE.,-12.017721,-77.003225,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,1,,,
2521822,Tambo Schell - Ave. Schell N°,-12.123041,-77.028439,Luis Castro,6,1,Si,2.80,1.50,Si,Si,1,,,
2521787,Tambo Ejercito C3 - Calle JOSE DE,-12.117606,-77.044225,Elena Gabriel,6,1,Si,2.80,1.50,Si,Si,2,por quiebre total,,
2521760,Tambo Lima C2 - Ave. LIMA MZA. MZA. FIV4 LOTE 96,-12.025802,-77.015351,Moises Monroy,5,2,Si,2.80,1.50,Si,1 items,1,,,
2521741,Tambo La Paz - Ave. Ernesto Diez,-12.122138,-77.026863,Luis Castro,5,2,Si,2.80,1.50,Si,1 items,1,,,
2521626,Tambo Cajagua - Urbanización Caja de Agua Parcela,-12.025991,-77.010013,Moises Monroy,5,2,Si,2.80,1.50,Si,1 items,1,,,
2521611,Tambo Canadá C10,-12.081979,-77.015304,Aurora Garcia,tambo Canadá C10,6,1,Si,Si,2.8,1.5,Si,Si,,
2521539,Tambo Canadá C8,-12.082174,-77.017571,Aurora Garcia,tambo Canadá C8,4,1,Si,2.8,1.5,Si,Si,,,
2521520,Tambo Chimu - Ave. Chimu 344,-12.027693,-77.008744,Moises Monroy,6,2,Si,2.80,1.50,Si,1 items,1,,,
2521518,Tambo Petit C54 - Ave. Petit Thouars,-12.117001,-77.028225,Luis Castro,5,1,Si,2.80,1.50,Si,Si,1,,,
2521494,Tambo Espinar - Ave.enida Comandante Espinar,-12.116486,-77.036756,Elena Gabriel,6,1,Si,2.80,1.50,Si,Si,1,,,
2521386,Tambo Inclan - Calle CORONEL INCLAN,-12.116975,-77.031153,Luis Castro,5,1,280,150,Si,Si,1,,,,
